Unnamed: 0,Solvent,Solute,COSMO_RS,UNIFAC,mod_UNIFAC_Ly,mod_UNIFAC_Do,Abraham,HSP,Hildebrand,MOSCED,Literature,Ref,Solvent_SMILES,Solute_SMILES,key_ID,Ensemble_1,Ensemble_2,Ensemble_3,Ensemble_4,Ensemble_5,Ensemble_6,Ensemble_7,Ensemble_8,Ensemble_9,Ensemble_10,Ensemble_11,Ensemble_12,Ensemble_13,Ensemble_14,Ensemble_15,Ensemble_16,Ensemble_17,Ensemble_18,Ensemble_19,Ensemble_20,Ensemble_21,Ensemble_22,Ensemble_23,Ensemble_24,Ensemble_25,Ensemble_26,Ensemble_27,Ensemble_28,Ensemble_29,Ensemble_30
1098,cyclopentanone,Benzene,0.067658648,-0.051293294,-0.083381609,0.009950331,,0.631271777,0.270027137,,0.048790164,[136] ,O=C1CCCC1,c1ccccc1,O=C1CCCC1 c1ccccc1,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
1099,cyclopentanone,1-pentene,0.712949808,0.609765572,0.576613364,0.862889955,,1.01884732,1.935859813,,1.068153081,[74] ,O=C1CCCC1,CCCC=C,O=C1CCCC1 CCCC=C,Valid,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
1100,Cyclopentylamine,n-Heptane,1.088561953,0.530628251,0.524728529,1.124929597,,,,,0.717839793,[137] ,NC1CCCC1,CCCCCCC,NC1CCCC1 CCCCCCC,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1101,Decalin,n-Hexane,0.029558802,0.086177696,-0.020202707,0.262364264,,,0.364643114,0.350656872,0.250996381,"['[59] ', '[59] ', '[118] ', '[47] ', '[140] ', '[140] ', '[140] ', '[140] ', '[140] ']",C1CCC2CCCCC2C1,CCCCCC,C1CCC2CCCCC2C1 CCCCCC,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
1102,Decalin,Cyclohexane,-0.020202707,-0.061875404,-0.040821995,0.048790164,,,-0.210721031,-0.051293294,0.073375977,"['[118] ', '[47] ', '[61] ', '[140] ', '[140] ', '[140] ', '[140] ', '[140] ']",C1CCC2CCCCC2C1,C1CCCCC1,C1CCC2CCCCC2C1 C1CCCCC1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
1103,Decalin,n-Heptane,0.039220713,0.113328685,-0.010050336,0.262364264,,,0.246860078,0.329303747,0.254446874,"['[118] ', '[140] ', '[140] ', '[140] ']",C1CCC2CCCCC2C1,CCCCCCC,C1CCC2CCCCC2C1 CCCCCCC,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1104,Decalin,Benzene,0.364643114,0.21511138,0.31481074,0.343589704,,,-0.356674944,0.357674444,0.369516961,"['[59] ', '[118] ', '[47] ', '[61] ', '[140] ', '[140] ', '[140] ', '[140] ']",C1CCC2CCCCC2C1,c1ccccc1,C1CCC2CCCCC2C1 c1ccccc1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1105,Decalin,1-hexene,0.058268908,0.122217633,0.039220713,0.31481074,,,0.418710335,0.246860078,0.277631737,[118] ,C1CCC2CCCCC2C1,CCCCC=C,C1CCC2CCCCC2C1 CCCCC=C,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1106,Decalin,cyclohexene,0,-0.040821995,0,0.019802627,,,-0.328504067,,0.067658648,[118] ,C1CCC2CCCCC2C1,C1CCC=CC1,C1CCC2CCCCC2C1 C1CCC=CC1,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid
1107,Decalin,"1,3-cyclohexadiene",0.122217633,-0.105360516,0.086177696,0.2390169,,,,,0.104360015,[118] ,C1CCC2CCCCC2C1,C1CC=CC=C1,C1CCC2CCCCC2C1 C1CC=CC=C1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1108,Decalin,"1,4-cyclohexadiene",0.131028262,-0.105360516,0.086177696,0.2390169,,,,,0.048790164,[118] ,C1CCC2CCCCC2C1,C1C=CCC=C1,C1CCC2CCCCC2C1 C1C=CCC=C1,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
1109,Decalin,1-heptene,0.058268908,0.157003749,0.048790164,0.322083499,,,0.254642218,,0.2390169,[118] ,C1CCC2CCCCC2C1,CCCCCC=C,C1CCC2CCCCC2C1 CCCCCC=C,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
1110,Decalin,1-hexyne,0.438254931,1.386294361,1.264126727,-0.385662481,,,,,0.570979547,[118] ,C1CCC2CCCCC2C1,CCCCC#C,C1CCC2CCCCC2C1 CCCCC#C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1111,Decalin,1-heptyne,0.39877612,1.30833282,1.17557333,-0.415515444,,,,,0.553885113,[118] ,C1CCC2CCCCC2C1,CCCCCC#C,C1CCC2CCCCC2C1 CCCCCC#C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train
1112,decalin,n-Pentane,0.019802627,0.029558802,-0.051293294,0.254642218,,,0.494696242,0.412109651,0.293179055,"['[140] ', '[140] ', '[140] ', '[140] ', '[140] ']",C1CCC2CCCCC2C1,CCCCC,C1CCC2CCCCC2C1 CCCCC,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1113,decalin,Cyclopentane,-0.040821995,-0.139262067,-0.072570693,-0.010050336,,,-0.210721031,-0.094310679,-0.004080543,"['[140] ', '[140] ', '[140] ', '[140] ', '[140] ']",C1CCC2CCCCC2C1,C1CCCC1,C1CCC2CCCCC2C1 C1CCCC1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1114,decalin,2-methyl-2-butene,0,0.104360015,-0.030459207,0.198850859,,,0.277631737,,0.19062036,"['[47] ', '[61] ']",C1CCC2CCCCC2C1,CC=C(C)C,C1CCC2CCCCC2C1 CC=C(C)C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train
1115,decalin,"2-methyl-1,3-butadiene",0.2390169,0.131028262,0.131028262,0.254642218,,,,,0.310986681,"['[61] ', '[47] ']",C1CCC2CCCCC2C1,CC(=C)C=C,C1CCC2CCCCC2C1 CC(=C)C=C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train
1116,Decyl sulfolanyl ether,n-Hexane,1.061256502,0.774727168,0.891998039,1.235471471,,,,,1.481604541,[73] ,O=[S]1(=O)CC(CC1)OCCCCCCCCCC,CCCCCC,O=[S]1(=O)CC(CC1)OCCCCCCCCCC CCCCCC,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1117,Decyl sulfolanyl ether,Benzene,-0.094310679,-0.400477567,-0.162518929,-0.274436846,,,,,0,[73] ,O=[S]1(=O)CC(CC1)OCCCCCCCCCC,c1ccccc1,O=[S]1(=O)CC(CC1)OCCCCCCCCCC c1ccccc1,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train
1118,di-2-ethylhexyl phthalate,n-Pentane,0.076961041,-0.314710745,-0.040821995,0.173953307,,,,,0.350656872,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCCCC,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCCCC,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train
1119,di-2-ethylhexyl phthalate,n-Hexane,0.173953307,-0.15082289,0.076961041,0.262364264,,,,,0.451075619,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCCCCC,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCCCCC,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1120,di-2-ethylhexyl phthalate,Cyclohexane,0.048790164,-0.342490309,-0.020202707,0.148420005,,,,,0.09531018,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,C1CCCCC1,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC C1CCCCC1,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train
1121,di-2-ethylhexyl phthalate,n-Heptane,0.262364264,-0.010050336,0.173953307,0.350656872,,,,,0.542324291,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCCCCCC,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1122,di-2-ethylhexyl phthalate,methylcyclohexane,0.131028262,-0.174353387,0.086177696,0.198850859,,,,,0.19062036,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CC1CCCCC1,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CC1CCCCC1,Valid,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1123,di-2-ethylhexyl phthalate,n-Octane,0.336472237,0.113328685,0.262364264,0.438254931,,,,,0.631271777,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCCCCCCC,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCCCCCCC,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1124,di-2-ethylhexyl phthalate,ethylcyclohexane,0.21511138,-0.040821995,0.182321557,0.300104592,,,,,0.277631737,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCC1CCCCC1,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCC1CCCCC1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train
1125,di-2-ethylhexyl phthalate,Benzene,-0.314710745,-0.84397007,-0.46203546,-0.653926467,,,,,-0.385662481,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,c1ccccc1,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC c1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1126,di-2-ethylhexyl phthalate,Toluene,-0.198450939,-0.733969175,-0.430782916,-0.579818495,,,,,-0.287682072,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,Cc1ccccc1,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC Cc1ccccc1,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1127,di-2-ethylhexyl phthalate,ethylbenzene,-0.15082289,-0.579818495,-0.342490309,-0.446287103,,,,,-0.248461359,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCc1ccccc1,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCc1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1128,di-2-ethylhexyl phthalate,1-pentene,-0.186329578,-0.544727175,-0.235722334,-0.174353387,,,,,0.039220713,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCCC=C,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCCC=C,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
1129,di-2-ethylhexyl phthalate,1-hexene,-0.094310679,-0.385662481,-0.127833372,-0.061875404,,,,,0.19062036,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCCCC=C,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCCCC=C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train
1130,di-2-ethylhexyl phthalate,1-heptene,-0.020202707,-0.235722334,-0.030459207,0.039220713,,,,,0.336472237,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCCCCC=C,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCCCCC=C,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Valid,Valid,Train,Train,Train,Train,Train,Train
1131,di-2-ethylhexyl phthalate,1-octene,0.067658648,-0.116533816,0.058268908,0.131028262,,,,,0.451075619,[121] ,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCCCCCC=C,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC CCCCCCC=C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1132,Dibutyl phthalate,n-Pentane,0.604315967,0.292669614,0.431782416,0.652325186,,0.438254931,1.678963975,,0.542324291,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCC,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid
1133,Dibutyl phthalate,n-Hexane,0.746687947,0.488580015,0.587786665,0.779324877,,0.542324291,1.368639426,,0.657520003,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCCC,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1134,Dibutyl phthalate,Cyclohexane,0.542324291,0.262364264,0.438254931,0.641853886,,0.076961041,-0.010050336,,0.270027137,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,C1CCCCC1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC C1CCCCC1,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1135,Dibutyl phthalate,n-Heptane,0.875468737,0.662687973,0.727548607,0.90016135,,0.636576829,1.08180517,,0.779324877,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCCCC,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCCCCC,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1136,Dibutyl phthalate,methylcyclohexane,0.662687973,0.451075619,0.587786665,0.708035793,,0.292669614,0.494696242,,0.378436436,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CC1CCCCC1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CC1CCCCC1,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1137,Dibutyl phthalate,n-Octane,0.996948635,0.819779831,0.858661619,1.01884732,,0.751416089,0.966983846,,0.90825856,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCCCCC,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
1138,Dibutyl phthalate,ethylcyclohexane,0.783901544,0.625938431,0.722705983,0.841567186,,,,,0.500775288,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCC1CCCCC1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCC1CCCCC1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train
1139,Dibutyl phthalate,Benzene,-0.223143551,-0.562118918,-0.328504067,-0.415515444,,-0.210721031,-0.616186139,,-0.544727175,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,c1ccccc1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC c1ccccc1,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1140,Dibutyl phthalate,Toluene,-0.051293294,-0.478035801,-0.301105093,-0.287682072,,-0.174353387,-0.46203546,,-0.356674944,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,Cc1ccccc1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC Cc1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1141,Dibutyl phthalate,ethylbenzene,0.039220713,-0.261364764,-0.139262067,-0.127833372,,0.058268908,-0.328504067,,-0.186329578,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCc1ccccc1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCc1ccccc1,Valid,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train
1142,Dibutyl phthalate,1-pentene,0.19062036,-0.020202707,0.148420005,0.21511138,,0.21511138,1.673351238,,0.148420005,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCC=C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1143,Dibutyl phthalate,1-hexene,0.336472237,0.165514438,0.292669614,0.357674444,,0.392042088,1.495148766,,0.270027137,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCCC=C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1144,Dibutyl phthalate,1-heptene,0.451075619,0.343589704,0.425267735,0.488580015,,0.357674444,1.095273387,,0.39877612,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCCCC=C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
1145,Dibutyl phthalate,1-octene,0.593326845,0.494696242,0.553885113,0.615185639,,0.405465108,0.924258902,,0.518793793,[121] ,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCCCC=C,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC CCCCCCC=C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1146,Dibutylamine,n-Heptane,0.270027137,0.157003749,0.165514438,0.277631737,,,,,0.19062036,[137] ,CCCCNCCCC,CCCCCCC,CCCCNCCCC CCCCCCC,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train
1147,dichloroacetic acid,n-Hexane,2.559550193,3.309082093,3.335057579,2.827313622,,1.965712776,2.321406847,,2.674148649,[47] ,C(C(=O)O)(Cl)Cl,CCCCCC,C(C(=O)O)(Cl)Cl CCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid
1148,dichloroacetic acid,Cyclohexane,2.134166441,2.850706502,2.811208293,2.716018371,,1.311031877,1.32972401,,2.183801557,[47] ,C(C(=O)O)(Cl)Cl,C1CCCCC1,C(C(=O)O)(Cl)Cl C1CCCCC1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
1149,dichloroacetic acid,Benzene,1.172482137,0.850150929,0.727548607,0.530628251,,0.75612198,0.631271777,,0.867100488,[47] ,C(C(=O)O)(Cl)Cl,c1ccccc1,C(C(=O)O)(Cl)Cl c1ccccc1,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train
1150,dichloroacetic acid,2-methyl-2-butene,1.601405741,2.633326655,2.624668592,1.86252854,,0.951657876,2.254444718,,1.729884066,[47] ,C(C(=O)O)(Cl)Cl,CC=C(C)C,C(C(=O)O)(Cl)Cl CC=C(C)C,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
1151,dichloroacetic acid,"2-methyl-1,3-butadiene",1.398716881,2.009555414,2.009555414,0.802001585,,,,,1.32972401,[47] ,C(C(=O)O)(Cl)Cl,CC(=C)C=C,C(C(=O)O)(Cl)Cl CC(=C)C=C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1152,Dichloromethane,Benzene,0.113328685,-0.430782916,-0.544727175,-0.010050336,0.418710335,0.182321557,-0.083381609,0,-0.083381609,[141] ,ClCCl,c1ccccc1,ClCCl c1ccccc1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
1153,Dichloromethane,Toluene,0.104360015,-0.371063681,-0.446287103,0.029558802,0.476234179,0.165514438,-0.030459207,-0.010050336,-0.090042031,"['[141] ', '[61] ']",ClCCl,Cc1ccccc1,ClCCl Cc1ccccc1,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
1154,dichloromethane,n-Pentane,0.90825856,0.760805829,0.854415328,0.91228271,1.713797928,0.832909123,0.641853886,1.255616037,1.128736309,"['[142] ', '[54] ', '[61] ', '[61] ']",ClCCl,CCCCC,ClCCl CCCCC,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid
1155,dichloromethane,n-Hexane,0.97455964,0.779324877,0.951657876,1.026041596,1.857859271,0.88376754,0.548121409,1.2753628,1.422530268,"['[55] ', '[54] ']",ClCCl,CCCCCC,ClCCl CCCCCC,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train
1156,dichloromethane,Ethanol,2.018895042,1.680827909,1.578978705,2.357073278,2.582486978,0.512823626,0.951657876,2.316487998,2.22028985,[61] ,ClCCl,CCO,ClCCl CCO,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
